ground_truth,cpu_percent,memory_percent,memory_available_mb,disk_write_mbps,z_cpu,z_mem,z_memavl,z_disk,rolling_mean_cpu,cpu_rate_of_change,mem_drop_rate,disk_burst_flag,pem_score,pem_status,md_score,md_status,fault_type,severity_level
1,29.5,83.0,2716.8,0.164,0.399,2.1303,2.1354,0.7211,28.58,-0.8,403.5,0,1.0873,NORMAL,2.5442,NORMAL,CPU + Memory,NORMAL
1,26.9,84.2,2532.6,0.198,0.1783,2.4939,2.4839,0.7162,28.46,-2.6,184.2,0,1.1232,NORMAL,2.7862,WARNING,CPU + Memory,NORMAL
1,29.2,85.1,2380.3,0.66,0.3735,2.7667,2.7722,0.6499,28.52,2.3,152.3,0,1.2821,NORMAL,3.1089,WARNING,CPU + Memory,NORMAL
1,26.8,86.2,2203.4,0.56,0.1698,3.1,3.1069,0.6643,28.54,-2.4,176.9,0,1.3214,NORMAL,3.4623,WARNING,CPU + Memory,NORMAL
1,29.0,86.9,2102.8,0.434,0.3565,3.3121,3.2973,0.6824,28.28,2.2,100.6,0,1.4724,NORMAL,3.6916,WARNING,CPU + Memory,NORMAL
1,28.8,89.5,1676.1,0.232,0.3396,4.1,4.1048,0.7113,28.14,-0.2,426.7,0,1.7503,WARNING,4.3779,ANOMALY,CPU + Memory,WARNING
1,27.3,92.2,1242.7,0.259,0.2122,4.9182,4.9249,0.7075,28.22,-1.5,433.4,0,1.9855,WARNING,5.2313,ANOMALY,CPU + Memory,WARNING
1,29.2,93.3,1080.1,0.406,0.3735,5.2515,5.2327,0.6864,28.22,1.9,162.6,0,2.159,WARNING,5.5734,ANOMALY,CPU + Memory,WARNING
1,28.9,93.3,1073.6,0.571,0.348,5.2515,5.245,0.6627,28.64,-0.3,6.5,0,2.1429,WARNING,5.3593,ANOMALY,CPU + Memory,WARNING
1,30.4,83.7,2614.4,0.482,0.4754,2.3424,2.3291,0.6755,28.92,1.5,-1540.8,0,1.1789,NORMAL,2.8458,WARNING,CPU + Memory,NORMAL
1,34.7,85.1,2391.0,1.119,0.8404,2.7667,2.7519,0.5841,30.1,4.3,223.4,0,1.4505,NORMAL,3.329,WARNING,CPU + Memory,NORMAL
1,27.8,86.1,2232.4,7.159,0.2547,3.0697,3.052,0.2825,30.2,-6.9,158.6,0,1.2469,NORMAL,3.4631,WARNING,CPU + Memory,NORMAL
1,30.6,87.4,2013.3,0.455,0.4924,3.4636,3.4667,0.6793,30.48,2.8,219.1,0,1.5801,WARNING,3.7235,WARNING,CPU + Memory,NORMAL
1,28.6,88.9,1780.2,0.282,0.3226,3.9182,3.9078,0.7042,30.42,-2.0,233.1,0,1.6765,WARNING,4.114,WARNING,CPU + Memory,NORMAL
1,25.9,92.2,1253.7,0.126,0.0934,4.9182,4.9041,0.7265,29.52,-2.7,526.5,0,1.9404,WARNING,5.1251,ANOMALY,CPU + Memory,WARNING
1,29.2,93.3,1077.9,0.159,0.3735,5.2515,5.2368,0.7218,28.42,3.3,175.8,0,2.1679,WARNING,5.471,ANOMALY,CPU + Memory,WARNING
1,27.2,93.7,1006.8,0.163,0.2037,5.3727,5.3714,0.7212,28.3,-2.0,71.1,0,2.1422,WARNING,5.511,ANOMALY,CPU + Memory,WARNING
1,28.4,81.2,3008.6,0.366,0.3056,1.5848,1.5832,0.6921,27.86,1.2,-2001.8,0,0.8499,NORMAL,1.8579,NORMAL,CPU + Memory,NORMAL
1,31.2,84.7,2450.9,0.534,0.5433,2.6455,2.6386,0.668,28.38,2.8,557.7,0,1.3102,NORMAL,2.9036,WARNING,CPU + Memory,NORMAL
1,26.5,86.0,2241.3,0.23,0.1443,3.0394,3.0352,0.7116,28.5,-4.7,209.6,0,1.2994,NORMAL,3.1883,WARNING,CPU + Memory,NORMAL
1,28.8,86.9,2089.7,0.073,0.3396,3.3121,3.3221,0.7341,28.42,2.3,151.6,0,1.4821,NORMAL,3.8335,WARNING,CPU + Memory,NORMAL
1,28.0,87.6,1984.4,0.195,0.2716,3.5242,3.5214,0.7166,28.58,-0.8,105.3,0,1.5213,WARNING,3.6751,WARNING,CPU + Memory,NORMAL
1,26.9,90.3,1546.4,0.363,0.1783,4.3424,4.3502,0.6925,28.28,-1.1,438.0,0,1.767,WARNING,4.6994,ANOMALY,CPU + Memory,WARNING
1,29.3,93.0,1117.0,0.163,0.382,5.1606,5.1628,0.7212,27.9,2.4,429.4,0,2.1401,WARNING,5.3648,ANOMALY,CPU + Memory,WARNING
1,27.0,94.0,963.9,0.19,0.1868,5.4636,5.4525,0.7174,28.0,-2.3,153.1,0,2.1663,WARNING,5.6019,ANOMALY,CPU + Memory,WARNING
1,28.3,94.0,963.0,0.193,0.2971,5.4636,5.4543,0.7169,27.9,1.3,0.9,0,2.2103,WARNING,5.5903,ANOMALY,CPU + Memory,WARNING
1,30.9,84.0,2565.5,0.2,0.5178,2.4333,2.4217,0.7159,28.48,2.6,-1602.5,0,1.2378,NORMAL,2.8738,WARNING,CPU + Memory,NORMAL
1,26.7,85.3,2353.4,0.472,0.1613,2.8273,2.8231,0.6769,28.44,-4.2,212.1,0,1.2233,NORMAL,2.9742,WARNING,CPU + Memory,NORMAL
1,29.1,86.5,2166.2,0.741,0.365,3.1909,3.1773,0.6383,28.4,2.4,187.2,0,1.4224,NORMAL,3.5264,WARNING,CPU + Memory,NORMAL
1,27.9,87.6,1987.7,0.158,0.2632,3.5242,3.5151,0.722,28.58,-1.2,178.5,0,1.5192,WARNING,3.718,WARNING,CPU + Memory,NORMAL
1,27.5,89.3,1712.8,0.116,0.2292,4.0394,4.0353,0.728,28.42,-0.4,274.9,0,1.6875,WARNING,4.1742,WARNING,CPU + Memory,NORMAL
1,29.2,92.9,1141.2,0.196,0.3735,5.1303,5.117,0.7165,28.08,1.7,571.6,0,2.1241,WARNING,5.3258,ANOMALY,CPU + Memory,WARNING
1,27.0,94.1,945.0,0.397,0.1868,5.4939,5.4883,0.6877,28.14,-2.2,196.2,0,2.1695,WARNING,5.597,ANOMALY,CPU + Memory,WARNING
1,28.2,94.3,905.1,0.326,0.2886,5.5545,5.5638,0.6978,27.96,1.2,39.9,0,2.2372,WARNING,5.9393,ANOMALY,CPU + Memory,WARNING
1,28.2,84.2,2530.9,0.887,0.2886,2.4939,2.4872,0.6174,28.02,0.0,-1625.8,0,1.1427,NORMAL,2.6846,WARNING,CPU + Memory,NORMAL
1,28.9,85.4,2332.1,0.294,0.348,2.8576,2.8634,0.7024,28.3,0.7,198.8,0,1.317,NORMAL,3.2198,WARNING,CPU + Memory,NORMAL
1,30.5,86.6,2143.4,0.172,0.4839,3.2212,3.2205,0.7199,28.56,1.6,188.7,0,1.501,WARNING,3.4331,WARNING,CPU + Memory,NORMAL
1,27.1,87.6,1987.0,0.508,0.1952,3.5242,3.5164,0.6717,28.58,-3.4,156.4,0,1.4795,NORMAL,3.6752,WARNING,CPU + Memory,NORMAL
1,28.0,88.2,1887.1,0.624,0.2716,3.7061,3.7055,0.6551,28.54,0.9,99.9,0,1.5696,WARNING,3.8555,WARNING,CPU + Memory,NORMAL
1,28.4,91.0,1434.4,0.124,0.3056,4.5545,4.5622,0.7268,28.58,0.4,452.7,0,1.9007,WARNING,4.9131,ANOMALY,CPU + Memory,WARNING
1,26.5,93.7,1002.1,0.141,0.1443,5.3727,5.3803,0.7244,28.1,-1.9,432.3,0,2.1219,WARNING,5.7054,ANOMALY,CPU + Memory,WARNING
1,28.8,94.6,860.4,0.242,0.3396,5.6455,5.6484,0.7099,27.76,2.3,141.7,0,2.2903,WARNING,5.8561,ANOMALY,CPU + Memory,WARNING
1,28.4,94.8,838.3,0.587,0.3056,5.7061,5.6902,0.6604,28.02,-0.4,22.1,0,2.2845,WARNING,5.9085,ANOMALY,CPU + Memory,WARNING
1,28.7,85.0,2394.2,0.209,0.3311,2.7364,2.7459,0.7146,28.16,0.3,-1555.9,0,1.2722,NORMAL,3.2783,WARNING,CPU + Memory,NORMAL
1,31.0,86.2,2205.2,0.173,0.5263,3.1,3.1035,0.7198,28.68,2.3,189.0,0,1.4767,NORMAL,3.4104,WARNING,CPU + Memory,NORMAL
1,26.9,87.3,2040.4,0.159,0.1783,3.4333,3.4154,0.7218,28.76,-4.1,164.8,0,1.4534,NORMAL,3.9193,WARNING,CPU + Memory,NORMAL
1,28.4,88.4,1857.7,0.281,0.3056,3.7667,3.7611,0.7043,28.68,1.5,182.7,0,1.6167,WARNING,3.9102,WARNING,CPU + Memory,NORMAL
1,28.7,89.9,1615.9,0.462,0.3311,4.2212,4.2187,0.6783,28.74,0.3,241.8,0,1.7794,WARNING,4.3552,ANOMALY,CPU + Memory,WARNING
1,27.6,93.5,1036.7,0.526,0.2377,5.3121,5.3148,0.6692,28.52,-1.1,579.2,0,2.1226,WARNING,5.5059,ANOMALY,CPU + Memory,WARNING
1,30.7,94.7,848.2,0.57,0.5008,5.6758,5.6715,0.6628,28.46,3.1,188.5,0,2.3526,WARNING,5.7937,ANOMALY,CPU + Memory,WARNING
1,33.9,98.0,312.7,42.028,0.7725,6.6758,6.6849,5.2852,29.86,3.2,535.5,0,3.97,ANOMALY,8.6747,ANOMALY,CPU + Memory,CRITICAL
1,30.3,84.1,2547.1,0.678,0.4669,2.4636,2.4565,0.6473,30.24,-3.6,-2234.4,0,1.2108,NORMAL,2.7162,WARNING,CPU + Memory,NORMAL
1,30.9,84.3,2518.0,0.424,0.5178,2.5242,2.5116,0.6838,30.68,0.6,29.1,0,1.2615,NORMAL,2.977,WARNING,CPU + Memory,NORMAL
1,27.5,84.3,2507.2,0.744,0.2292,2.5242,2.532,0.6379,30.66,-3.4,10.8,0,1.1374,NORMAL,2.9605,WARNING,CPU + Memory,NORMAL
1,28.5,85.2,2372.7,0.251,0.3141,2.797,2.7865,0.7086,30.22,1.0,134.5,0,1.2817,NORMAL,3.0869,WARNING,CPU + Memory,NORMAL
1,27.9,85.9,2253.3,0.096,0.2632,3.0091,3.0125,0.7308,29.02,-0.6,119.4,0,1.3424,NORMAL,3.2814,WARNING,CPU + Memory,NORMAL
1,27.5,88.6,1827.2,0.584,0.2292,3.8273,3.8188,0.6608,28.46,-0.4,426.1,0,1.5964,WARNING,3.9738,WARNING,CPU + Memory,NORMAL
1,29.8,91.4,1371.9,0.417,0.4244,4.6758,4.6804,0.6848,28.24,2.3,455.3,0,1.9791,WARNING,4.9389,ANOMALY,CPU + Memory,WARNING
1,28.5,95.6,704.1,0.932,0.3141,5.9485,5.9442,0.6109,28.44,-1.3,667.8,0,2.3603,WARNING,6.0428,ANOMALY,CPU + Memory,WARNING
1,30.3,96.7,522.7,0.712,0.4669,6.2818,6.2875,0.6425,28.8,1.8,181.4,0,2.548,WARNING,6.5438,ANOMALY,CPU + Memory,WARNING
1,29.3,96.9,493.8,0.199,0.382,6.3424,6.3422,0.7161,29.08,-1.0,28.9,0,2.5517,WARNING,6.498,ANOMALY,CPU + Memory,WARNING
1,31.2,94.8,824.7,11.948,0.5433,5.7061,5.716,0.9696,29.82,1.9,-330.9,0,2.4603,WARNING,6.0325,ANOMALY,CPU + Memory,WARNING
1,28.4,95.2,770.2,0.325,0.3056,5.8273,5.8191,0.698,29.54,-2.8,54.5,0,2.3363,WARNING,5.9369,ANOMALY,CPU + Memory,WARNING
1,28.8,86.2,2213.7,0.221,0.3396,3.1,3.0874,0.7129,29.6,0.4,-1443.5,0,1.3991,NORMAL,3.4299,WARNING,CPU + Memory,NORMAL
1,29.8,73.3,4272.5,0.186,0.4244,0.8091,0.8086,0.7179,29.5,1.0,-2058.8,0,0.6324,NORMAL,1.3429,NORMAL,CPU + Memory,NORMAL
1,31.2,72.8,4353.5,0.14,0.5433,0.9606,0.9619,0.7245,29.88,1.4,-81.0,0,0.7351,NORMAL,1.5417,NORMAL,CPU + Memory,NORMAL
1,28.0,76.3,3791.3,0.194,0.2716,0.1,0.102,0.7168,29.24,-3.2,562.2,0,0.3235,NORMAL,1.0029,NORMAL,CPU + Memory,NORMAL
1,28.0,77.6,3578.3,0.566,0.2716,0.4939,0.5051,0.6634,29.16,0.0,213.0,0,0.4513,NORMAL,1.7432,NORMAL,CPU + Memory,NORMAL
1,28.1,82.0,2877.2,0.395,0.2801,1.8273,1.8318,0.6879,29.02,0.1,701.1,0,0.9251,NORMAL,2.213,NORMAL,CPU + Memory,NORMAL
1,27.1,83.4,2661.1,0.269,0.1952,2.2515,2.2408,0.706,28.48,-1.0,216.1,0,1.0426,NORMAL,2.605,WARNING,CPU + Memory,NORMAL
1,28.6,84.6,2472.0,0.099,0.3226,2.6152,2.5986,0.7304,27.96,1.5,189.1,0,1.227,NORMAL,3.2114,WARNING,CPU + Memory,NORMAL
1,28.6,85.4,2336.0,0.2,0.3226,2.8576,2.856,0.7159,28.08,0.0,136.0,0,1.3082,NORMAL,3.0461,WARNING,CPU + Memory,NORMAL
1,29.8,86.5,2154.6,0.489,0.4244,3.1909,3.1993,0.6745,28.44,1.2,181.4,0,1.4581,NORMAL,3.6388,WARNING,CPU + Memory,NORMAL
1,28.2,86.8,2117.9,0.495,0.2886,3.2818,3.2687,0.6736,28.46,-1.6,36.7,0,1.4325,NORMAL,3.588,WARNING,CPU + Memory,NORMAL
1,30.1,75.4,3938.9,0.298,0.4499,0.1727,0.1773,0.7019,29.06,1.9,-1821.0,0,0.4175,NORMAL,1.1973,NORMAL,CPU + Memory,NORMAL
1,25.5,78.4,3455.2,0.157,0.0594,0.7364,0.738,0.7221,28.44,-4.6,483.7,0,0.4626,NORMAL,1.1774,NORMAL,CPU + Memory,NORMAL
1,30.4,80.8,3067.6,1.087,0.4754,1.4636,1.4715,0.5887,28.8,4.9,387.6,0,0.8524,NORMAL,2.0934,NORMAL,CPU + Memory,NORMAL
1,26.6,85.2,2375.3,9.406,0.1528,2.797,2.7816,0.6049,28.16,-3.8,692.3,0,1.1913,NORMAL,3.1484,WARNING,CPU + Memory,NORMAL
1,26.4,86.4,2169.9,0.473,0.1358,3.1606,3.1703,0.6768,27.8,-0.2,205.4,0,1.3331,NORMAL,3.6483,WARNING,CPU + Memory,NORMAL
1,26.3,87.4,2010.8,0.32,0.1273,3.4636,3.4714,0.6987,27.04,-0.1,159.1,0,1.4406,NORMAL,3.8506,WARNING,CPU + Memory,NORMAL
1,26.6,88.6,1817.4,0.113,0.1528,3.8273,3.8374,0.7284,27.26,0.3,193.4,0,1.5863,WARNING,4.3073,ANOMALY,CPU + Memory,WARNING
1,26.5,89.1,1746.1,0.24,0.1443,3.9788,3.9723,0.7102,26.48,-0.1,71.3,0,1.6278,WARNING,4.1089,WARNING,CPU + Memory,NORMAL
1,27.4,76.1,3824.6,0.757,0.2207,0.0394,0.039,0.636,26.64,0.9,-2078.5,0,0.2611,NORMAL,0.8297,NORMAL,CPU + Memory,NORMAL
1,28.9,79.6,3271.8,0.951,0.348,1.1,1.0851,0.6082,27.14,1.5,552.8,0,0.6762,NORMAL,2.0935,NORMAL,CPU + Memory,NORMAL
1,26.7,80.8,3067.0,0.272,0.1613,1.4636,1.4726,0.7056,27.22,-2.2,204.8,0,0.7563,NORMAL,2.1467,NORMAL,CPU + Memory,NORMAL
1,26.4,85.0,2397.5,0.195,0.1358,2.7364,2.7396,0.7166,27.18,-0.3,669.5,0,1.1923,NORMAL,2.9976,WARNING,CPU + Memory,NORMAL
1,27.7,86.6,2150.8,0.307,0.2462,3.2212,3.2065,0.7006,27.42,1.3,246.7,0,1.401,NORMAL,3.5994,WARNING,CPU + Memory,NORMAL
1,29.6,88.2,1885.3,0.414,0.4075,3.7061,3.7089,0.6852,27.86,1.9,265.5,0,1.6324,WARNING,3.9424,WARNING,CPU + Memory,NORMAL
1,27.5,89.2,1734.4,0.533,0.2292,4.0091,3.9945,0.6681,27.58,-2.1,150.9,0,1.6619,WARNING,4.2861,WARNING,CPU + Memory,NORMAL
1,27.1,90.4,1541.3,0.306,0.1952,4.3727,4.3599,0.7007,27.66,-0.4,193.1,0,1.7837,WARNING,4.5812,ANOMALY,CPU + Memory,WARNING
1,26.3,85.8,2273.9,0.497,0.1273,2.9788,2.9735,0.6733,27.64,-0.8,-732.6,0,1.2618,NORMAL,3.1207,WARNING,CPU + Memory,NORMAL
1,28.7,79.8,3233.3,0.288,0.3311,1.1606,1.1579,0.7033,27.84,2.4,-959.4,0,0.7145,NORMAL,1.5293,NORMAL,CPU + Memory,NORMAL
1,26.0,81.1,3029.7,0.361,0.1019,1.5545,1.5432,0.6928,27.12,-2.7,203.6,0,0.758,NORMAL,2.066,NORMAL,CPU + Memory,NORMAL
1,26.0,85.3,2351.4,0.169,0.1019,2.8273,2.8268,0.7204,26.82,0.0,678.3,0,1.2104,NORMAL,3.0037,WARNING,CPU + Memory,NORMAL
1,26.1,86.6,2138.9,0.13,0.1104,3.2212,3.229,0.726,26.62,0.1,212.5,0,1.3558,NORMAL,3.6276,WARNING,CPU + Memory,NORMAL
1,26.5,87.4,2017.6,0.164,0.1443,3.4636,3.4585,0.7211,26.66,0.4,121.3,0,1.4503,NORMAL,3.6044,WARNING,CPU + Memory,NORMAL
1,26.5,88.8,1796.7,0.209,0.1443,3.8879,3.8766,0.7146,26.22,0.0,220.9,0,1.5971,WARNING,4.0906,WARNING,CPU + Memory,NORMAL
1,25.4,90.4,1531.5,0.421,0.0509,4.3727,4.3784,0.6842,26.1,-1.1,265.2,0,1.7238,WARNING,4.654,ANOMALY,CPU + Memory,WARNING
1,26.1,92.1,1256.9,0.641,0.1104,4.8879,4.8981,0.6527,26.12,0.7,274.6,0,1.9217,WARNING,5.3121,ANOMALY,CPU + Memory,WARNING
1,28.1,89.3,1716.4,0.263,0.2801,4.0394,4.0285,0.7069,26.52,2.0,-459.5,0,1.7026,WARNING,4.2336,WARNING,CPU + Memory,NORMAL
1,28.4,79.2,3327.2,0.487,0.3056,0.9788,0.9802,0.6747,26.9,0.3,-1610.8,0,0.634,NORMAL,1.4001,NORMAL,CPU + Memory,NORMAL
1,27.7,81.0,3048.1,0.497,0.2462,1.5242,1.5084,0.6733,27.14,-0.7,279.1,0,0.8003,NORMAL,2.3818,NORMAL,CPU + Memory,NORMAL
1,28.1,84.7,2444.3,1.183,0.2801,2.6455,2.651,0.5749,27.68,0.4,603.8,0,1.1836,NORMAL,2.961,WARNING,CPU + Memory,NORMAL
1,27.0,87.2,2043.6,4.164,0.1868,3.403,3.4093,0.1472,27.86,-1.1,400.7,0,1.3048,NORMAL,3.6279,WARNING,CPU + Memory,NORMAL
1,27.3,88.3,1872.2,4.341,0.2122,3.7364,3.7337,0.1218,27.7,0.3,171.4,0,1.4231,NORMAL,3.7584,WARNING,CPU + Memory,NORMAL
1,27.1,89.6,1656.5,8.491,0.1952,4.1303,4.1419,0.4736,27.44,-0.2,215.7,0,1.6461,WARNING,4.5565,ANOMALY,CPU + Memory,WARNING
1,26.4,90.4,1533.4,3.668,0.1358,4.3727,4.3748,0.2184,27.18,-0.7,123.1,0,1.6401,WARNING,4.4796,ANOMALY,CPU + Memory,WARNING
1,26.6,91.1,1422.4,4.253,0.1528,4.5848,4.5849,0.1344,26.88,0.2,111.0,0,1.6994,WARNING,4.6461,ANOMALY,CPU + Memory,WARNING
1,27.3,93.6,1025.5,2.043,0.2122,5.3424,5.336,0.4515,26.94,0.7,396.9,0,2.0676,WARNING,5.4031,ANOMALY,CPU + Memory,WARNING
1,27.6,95.4,728.3,2.448,0.2377,5.8879,5.8984,0.3934,27.0,0.3,297.2,0,2.2579,WARNING,6.2604,ANOMALY,CPU + Memory,WARNING
1,29.8,93.6,1025.0,44.178,0.4244,5.3424,5.3369,5.5937,27.54,2.2,-296.7,0,3.438,ANOMALY,7.8418,ANOMALY,CPU + Memory,WARNING
1,26.9,93.8,984.8,2.039,0.1783,5.403,5.413,0.4521,27.64,-2.9,40.2,0,2.0789,WARNING,5.772,ANOMALY,CPU + Memory,WARNING
1,26.9,81.1,3031.6,2.59,0.1783,1.5545,1.5396,0.373,27.7,0.0,-2046.8,0,0.7086,NORMAL,2.2077,NORMAL,CPU + Memory,NORMAL
1,27.4,83.0,2717.3,2.025,0.2207,2.1303,2.1344,0.4541,27.72,0.5,314.3,0,0.9488,NORMAL,2.3716,NORMAL,CPU + Memory,NORMAL
1,27.5,84.3,2512.9,2.48,0.2292,2.5242,2.5212,0.3888,27.7,0.1,204.4,0,1.0724,NORMAL,2.598,WARNING,CPU + Memory,NORMAL
1,27.9,85.0,2397.3,2.112,0.2632,2.7364,2.74,0.4416,27.32,0.4,115.6,0,1.1747,NORMAL,2.9369,WARNING,CPU + Memory,NORMAL
1,26.9,86.9,2104.0,2.732,0.1783,3.3121,3.295,0.3527,27.32,-1.0,293.3,0,1.3187,NORMAL,3.6893,WARNING,CPU + Memory,NORMAL
1,27.2,87.9,1941.8,7.407,0.2037,3.6152,3.602,0.3181,27.38,0.3,162.2,0,1.4263,NORMAL,3.7568,WARNING,CPU + Memory,NORMAL
1,26.6,90.7,1483.1,4.547,0.1528,4.4636,4.47,0.0923,27.22,-0.6,458.7,0,1.6487,WARNING,4.6758,ANOMALY,CPU + Memory,WARNING
1,26.9,92.4,1212.4,7.664,0.1783,4.9788,4.9823,0.3549,27.1,0.3,270.7,0,1.9038,WARNING,5.0964,ANOMALY,CPU + Memory,WARNING
1,29.1,95.7,691.0,15.381,0.365,5.9788,5.969,1.4621,27.34,2.2,521.4,0,2.6041,WARNING,6.1069,ANOMALY,CPU + Memory,WARNING
1,36.7,82.0,2873.5,18.522,1.0102,1.8273,1.8388,1.9128,29.3,7.6,-2182.5,0,1.5259,WARNING,3.0117,WARNING,CPU + Memory,NORMAL
1,28.4,82.2,2854.6,10.732,0.3056,1.8879,1.8746,0.7951,29.54,-8.3,18.9,0,0.9818,NORMAL,2.3559,NORMAL,CPU + Memory,NORMAL
1,27.0,77.3,3627.7,11.071,0.1868,0.403,0.4116,0.8438,29.62,-1.4,-773.1,0,0.4297,NORMAL,1.4569,NORMAL,CPU + Memory,NORMAL
1,28.3,76.9,3701.1,16.91,0.2971,0.2818,0.2727,1.6815,29.9,1.3,-73.4,0,0.6378,NORMAL,1.9834,NORMAL,CPU + Memory,NORMAL
1,27.7,77.1,3662.6,7.721,0.2462,0.3424,0.3455,0.3631,29.62,-0.6,38.5,0,0.3102,NORMAL,0.6816,NORMAL,CPU + Memory,NORMAL
1,27.9,78.3,3478.7,3.107,0.2632,0.7061,0.6935,0.2989,27.86,0.2,183.9,0,0.4271,NORMAL,1.5635,NORMAL,CPU + Memory,NORMAL
1,27.7,81.1,3028.0,11.852,0.2462,1.5545,1.5464,0.9558,27.72,-0.2,450.7,0,0.8815,NORMAL,1.9095,NORMAL,CPU + Memory,NORMAL
1,27.1,84.1,2549.5,10.209,0.1952,2.4636,2.452,0.7201,27.74,-0.6,478.5,0,1.1204,NORMAL,2.7173,WARNING,CPU + Memory,NORMAL
1,28.0,88.8,1795.8,8.2,0.2716,3.8879,3.8783,0.4319,27.68,0.9,753.7,0,1.5774,WARNING,3.9327,WARNING,CPU + Memory,NORMAL
1,27.2,90.1,1580.8,0.219,0.2037,4.2818,4.2851,0.7132,27.58,-0.8,215.0,0,1.7596,WARNING,4.5081,ANOMALY,CPU + Memory,WARNING
1,28.0,70.2,4772.5,421.661,0.2716,1.7485,1.7548,59.7519,27.6,0.8,-3191.7,1,15.6608,ANOMALY,65.5632,ANOMALY,CPU + Disk,CRITICAL
1,30.0,68.7,5002.8,222.206,0.4414,2.203,2.1907,31.1357,28.06,2.0,-230.3,0,8.7315,ANOMALY,34.1767,ANOMALY,CPU + Disk,CRITICAL
1,29.3,70.8,4678.0,255.357,0.382,1.5667,1.576,35.892,28.5,-0.7,324.8,0,9.6774,ANOMALY,39.3335,ANOMALY,CPU + Disk,CRITICAL
1,28.0,69.8,4826.1,254.252,0.2716,1.8697,1.8563,35.7334,28.5,-1.3,-148.1,0,9.6964,ANOMALY,39.2613,ANOMALY,CPU + Disk,CRITICAL
1,29.3,70.8,4674.6,230.639,0.382,1.5667,1.5696,32.3456,28.92,1.3,151.5,0,8.7886,ANOMALY,35.435,ANOMALY,CPU + Disk,CRITICAL
1,29.3,68.5,5044.5,220.697,0.382,2.2636,2.2696,30.9192,29.18,0.0,-369.9,0,8.677,ANOMALY,33.9431,ANOMALY,CPU + Disk,CRITICAL
1,27.9,70.4,4740.4,267.349,0.2632,1.6879,1.6941,37.6125,28.76,-1.4,304.1,0,10.1013,ANOMALY,41.2752,ANOMALY,CPU + Disk,CRITICAL
1,29.8,68.4,5051.9,231.835,0.4244,2.2939,2.2836,32.5172,28.86,1.9,-311.5,0,9.1019,ANOMALY,35.6961,ANOMALY,CPU + Disk,CRITICAL
1,28.3,69.8,4826.5,235.204,0.2971,1.8697,1.857,33.0006,28.92,-1.5,225.4,0,9.0234,ANOMALY,36.252,ANOMALY,CPU + Disk,CRITICAL
1,28.7,68.7,5013.4,260.377,0.3311,2.203,2.2107,36.6122,28.8,0.4,-186.9,0,10.0592,ANOMALY,40.1978,ANOMALY,CPU + Disk,CRITICAL
1,29.2,70.0,4793.0,234.365,0.3735,1.8091,1.7936,32.8802,28.78,0.5,220.4,0,9.0026,ANOMALY,36.0977,ANOMALY,CPU + Disk,CRITICAL
1,28.6,70.5,4726.4,212.535,0.3226,1.6576,1.6676,29.7482,28.92,-0.6,66.6,0,8.1498,ANOMALY,32.6362,ANOMALY,CPU + Disk,CRITICAL
1,28.9,70.2,4762.1,199.599,0.348,1.7485,1.7352,27.8923,28.74,0.3,-35.7,0,7.7242,ANOMALY,30.6286,ANOMALY,CPU + Disk,CRITICAL
1,28.5,70.3,4760.4,199.534,0.3141,1.7182,1.7319,27.8829,28.78,-0.4,1.7,0,7.7025,ANOMALY,30.6207,ANOMALY,CPU + Disk,CRITICAL
1,28.9,70.1,4780.1,197.249,0.348,1.7788,1.7692,27.5551,28.82,0.4,-19.7,0,7.6506,ANOMALY,30.2417,ANOMALY,CPU + Disk,CRITICAL
1,28.4,70.6,4699.0,210.26,0.3056,1.6273,1.6157,29.4218,28.66,-0.5,81.1,0,8.0472,ANOMALY,32.3011,ANOMALY,CPU + Disk,CRITICAL
1,28.5,70.6,4712.9,192.351,0.3141,1.6273,1.6421,26.8524,28.64,0.1,-13.9,0,7.4135,ANOMALY,29.49,ANOMALY,CPU + Disk,CRITICAL
1,28.9,71.0,4642.1,214.663,0.348,1.5061,1.5081,30.0535,28.64,0.4,70.8,0,8.1804,ANOMALY,32.9309,ANOMALY,CPU + Disk,CRITICAL
1,29.3,68.9,4976.6,222.616,0.382,2.1424,2.1411,31.1945,28.8,0.4,-334.5,0,8.7013,ANOMALY,34.2275,ANOMALY,CPU + Disk,CRITICAL
1,28.4,69.9,4809.4,226.01,0.3056,1.8394,1.8247,31.6815,28.7,-0.9,167.2,0,8.6864,ANOMALY,34.8125,ANOMALY,CPU + Disk,CRITICAL
1,28.9,70.7,4684.7,218.356,0.348,1.597,1.5887,30.5834,28.8,0.5,124.7,0,8.344,ANOMALY,33.5382,ANOMALY,CPU + Disk,CRITICAL
1,27.8,71.0,4640.9,206.779,0.2547,1.5061,1.5058,28.9224,28.66,-1.1,43.8,0,7.8596,ANOMALY,31.7315,ANOMALY,CPU + Disk,CRITICAL
1,31.6,70.6,4708.1,188.701,0.5772,1.6273,1.633,26.3287,29.2,3.8,-67.2,0,7.3846,ANOMALY,28.7667,ANOMALY,CPU + Disk,CRITICAL
1,28.6,70.7,4685.5,200.271,0.3226,1.597,1.5902,27.9887,29.06,-3.0,22.6,0,7.6852,ANOMALY,30.6998,ANOMALY,CPU + Disk,CRITICAL
1,29.6,71.1,4625.4,211.082,0.4075,1.4758,1.4765,29.5397,29.3,1.0,60.1,0,8.0647,ANOMALY,32.3394,ANOMALY,CPU + Disk,CRITICAL
